"SITECODE";"NAZEV";"HABITAT_CODE";"ROZLOHA";"KVALITA";"TYPICKE_DRUHY";"REPRE";"REPRE_SDF";"CONSERVATION";"DEGREE_OF_CONSERVATION";"MRTVE_DREVO";"KALAMITA_POLOM";"RELATIVE_AREA_PERC";"EVL_AREA_PERC";"GOOD_DOC_AREA_HA";"W_AREA_HA";"W_AREA_PERC";"PASEKY_AREA_HA";"PASEKY_AREA_PERC";"DEGRAD_AREA_HA";"DEGRAD_AREA_PERC";"PERC_0";"PERC_1";"PERC_2";"DATE_MIN";"DATE_MAX";"DATE_MEAN";"DATE_MEDIAN"
"CZ0210733";"Pahorek u LedËic";"2330";0,223405880309585;4;2;2;2;3;0;NA;NA;3,07852369721897e-10;17,0871528100556;0;0;0;NA;NA;0;0;0;0;100;2015-06-06;2015-06-06;2015-06-06;2015-06-06
"CZ0212023";"PÌsËina u Tiöic";"2330";0,34123236115115;2;1;1;2;2;100;NA;NA;4,70216768066299e-10;56,9070257653894;0,34123236115115;0;0;NA;NA;0;0;0;0;100;2024-05-19;2024-05-19;2024-05-19;2024-05-19
"CZ0214004";"»ern˝ Orel";"2330";0,175154387297027;2,21352949399602;2,10676474699801;0,740217694698104;2,73665589964896;2,10676474699801;89,3235253001992;NA;NA;2,41362013935598e-10;0,0791413066936251;0,156454073451669;0,0187003138453583;10,6764746998009;NA;NA;0,0187003138453583;10,6764746998009;0;0;100;2022-07-22;2022-07-28;2022-07-26;2022-07-28
"CZ0214006";"Milovice - Mlad·";"2330";1,71641747989293;2,26457662791532;2,99782618286179;1,67941284454863;3,11100795704344;2,15139485373366;84,751823769723;NA;NA;2,36521611644639e-09;0,137963489909666;1,45469511771158;0,194267175610684;11,3181774181653;NA;NA;0,194267175610684;11,3181774181653;0;0;100;2022-05-25;2022-06-18;2022-05-29;2022-05-26
"CZ0214049";"PÌsËina u Tuh·nÏ";"2330";0,227404663566561;2;2,08892342949721;2;2,08892342949721;2;100;NA;NA;3,13362676343899e-10;53,6807131859509;0,227404663566561;0;0;NA;NA;0;0;0;100;0;2012-07-28;2012-07-28;2012-07-28;2012-07-28
"CZ0310615";"PÌseËn˝ p¯esyp u Vlkova";"2330";1,27106608952584;2;2,2;2;2,2;2;100;NA;NA;1,75152376110883e-09;92,5489273875525;1,27106608952584;0;0;NA;NA;0;0;0;100;0;2012-06-07;2012-06-07;2012-06-07;2012-06-07
"CZ0314023";"T¯eboÚsko - st¯ed";"2330";0,758558411473222;1,5;2;2;2;1;100;NA;NA;1,04529032190604e-09;0,0188336786343438;0,758558411473222;0;0;NA;NA;0;0;0;0;100;2015-08-31;2015-08-31;2015-08-31;2015-08-31
"CZ0422077";"KleneË";"2330";1,59872791546236;1,64156772538912;1,93736981652084;1,29580209113172;2,51875594615341;1,51875594615341;87,7188220764296;NA;NA;2,20304038834433e-09;30,1496258477314;1,40238529565064;0,19634261981172;12,2811779235704;NA;NA;0,19634261981172;12,2811779235704;0;0;100;2021-06-25;2021-06-25;2021-06-25;2021-06-25
"CZ0422084";"PÌsËiny u Oleöka";"2330";2,27453847286515;1,80078647026924;2,0332742714294;1,54099979021388;2,39849457658721;1,74465789486621;88,3365791398064;NA;NA;3,13430451304516e-09;7,9711226557627;2,00924947814787;0,0756836105227238;3,32742714293982;NA;NA;0,0756836105227238;3,32742714293982;0;0;100;2021-10-16;2021-10-19;2021-10-16;2021-10-16
"CZ0513506";"HornÌ PlouËnice";"2330";0,961917067940674;3,46679385536784;3;1,84712186114949;3,06824086587431;2,73339692768392;26,6603072316082;NA;NA;1,32551770092674e-09;0,110117454452915;0,256450045626261;0,0656420536155521;6,82408658743132;NA;NA;0,0656420536155521;6,82408658743132;0;0;100;2014-07-27;2014-08-01;2014-07-29;2014-07-27
"CZ0514042";"Jest¯ebsko - Dokesko";"2330";26,2293341044717;2,25051732000931;2,72030210159955;1,85009296459363;2,8150890151592;1,97056018343882;91,6285665496812;NA;NA;3,6143912815094e-08;0,378510448580214;24,0335628554541;1,15717252414186;4,41174953025048;NA;NA;1,15717252414186;4,41174953025048;0;11,1832068990382;88,8167931009618;2011-09-14;2017-09-11;2014-11-14;2015-05-18
"CZ0524049";"Orlice a Labe";"2330";1,24964363557699;3,26249503772941;2,63124751886471;0,682185097968409;3,2901549698805;2,5152629362808;36,8752481135293;NA;NA;1,72200370906602e-09;0,0465732700831911;0,605748586604978;0,78883444442305;63,1247518864707;NA;NA;0,78883444442305;63,1247518864707;0;35,643043206854;64,356956793146;2012-07-11;2022-09-16;2015-02-22;2014-01-26
"CZ0530502";"SemÌnsk˝ p¯esyp";"2330";0,35677879392514;3,16462124471139;2,66584849788456;0,668303004230887;3,33169699576911;2,49877274682683;33,4151502115444;NA;NA;4,91639687478997e-10;62,24663588668;0,119218169913022;0,237560624012118;66,5848497884556;NA;NA;0,237560624012118;66,5848497884556;0;0;100;2018-07-10;2018-07-10;2018-07-10;2018-07-10
"CZ0620024";"V·tÈ pÌsky";"2330";8,91804944647417;1,47469967974161;1,19656045111221;1,93329860160239;1,26326184950982;1,47469967974161;100;NA;NA;1,22890348794294e-08;14,0591955303338;8,91804944647417;0;0;NA;NA;0;0;0;14,9982709626121;85,0017290373879;2009-04-28;2021-10-26;2016-06-26;2021-10-26
"CZ0620073";"Bzeneck· st¯elnice";"2330";13,3152734300079;2;1,4;2;1,4;1,4;100;NA;NA;1,83483911580238e-08;46,323770772192;13,3152734300079;0;0;NA;NA;0;0;0;0;100;2021-11-03;2021-11-03;2021-11-03;2021-11-03
"CZ0624070";"HodonÌnsk· D˙brava";"2330";23,2672068518663;1,7859472606915;1,85974181423589;1,63598897651599;2,19663958540091;1,65799706062235;87,2049799930847;NA;NA;3,20621138361741e-08;0,768900595981957;20,2901630801197;0,630849650133019;2,71132523190001;NA;NA;0,630849650133019;2,71132523190001;0;0;100;2022-07-22;2022-09-01;2022-07-23;2022-07-22
"CZ0210027";"VodÏradskÈ buËiny";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0210101";"Dymokursko";"3130";2,0934793841067;2;2;2;2;2;100;NA;NA;2,13041025059255e-09;0,0485811794813222;2,0934793841067;0;0;NA;NA;0;0;0;0;100;2014-05-31;2014-06-01;2014-05-31;2014-05-31
"CZ0212001";"B¯ezinsk˝ rybnÌk";"3130";0,135787622214402;1;3;2;3;1;100;NA;NA;1,38183038469514e-10;3,32569044775487;0,135787622214402;0;0;NA;NA;0;0;0;100;0;2012-05-15;2012-05-15;2012-05-15;2012-05-15
"CZ0214014";"PodlesÌ";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0214046";"RybnÌk Vidl·k";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0310019";"Zelend·rky";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0310073";"Kr·lek";"3130";0,563688912953462;4;2,99145664339639;0,00854335660360642;3,98718496509459;3;0;NA;NA;5,73632894318591e-10;14,8392153074327;0;0,561281015255032;99,5728321698197;NA;NA;0,561281015255032;99,5728321698197;0;0;100;2018-05-04;2018-05-04;2018-05-04;2018-05-04
"CZ0310074";"Osika";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0314024";"äumava";"3130";37,6726723194378;1,55833394593148;1,38620214997098;1,81454333617513;1,5060553650798;1,44341085631515;88,2953519325172;NA;NA;3,83372522728668e-08;0,0219122432154833;33,2632186068316;0,300068432006949;0,7965148568771;NA;NA;0,300068432006949;0,7965148568771;0;20,0581160609491;79,9418839390509;2008-07-18;2015-09-01;2012-08-19;2013-07-01
"CZ0314635";"Mniösk˝ rybnÌk";"3130";12,1004325448751;4;3;0;4;3;0;NA;NA;1,23138951001448e-08;47,075106261587;0;12,1004325448751;100;NA;NA;12,1004325448751;100;0;0;100;2015-08-09;2015-08-09;2015-08-09;2015-08-09
"CZ0314638";"Voseck˝ rybnÌk";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0314640";"RybnÌk Walden";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0414027";"Lomnick˝ rybnÌk";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0610029";"HornÌ Mrzatec";"3130";0,438142482941598;1;1;2;1;1;100;NA;NA;4,45871711928583e-10;6,4209003571665;0,438142482941598;0;0;NA;NA;0;0;0;100;0;2009-07-30;2009-07-30;2009-07-30;2009-07-30
"CZ0610170";"Zhejral";"3130";0,936940000297036;1;1;2;1;1;100;NA;NA;9,53468467841981e-10;0,607966216894411;0,936940000297036;0;0;NA;NA;0;0;0;100;0;2009-06-15;2009-06-15;2009-06-15;2009-06-15
"CZ0612135";"HodÌökovsk˝ rybnÌk";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0612137";"ObecnÌk";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0612140";"PodvesnÌk";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0612143";"RybnÌk u ZadnÌho Zho¯ce";"3130";0,0233777160893747;2;1;2;1;2;100;NA;NA;2,37901201083468e-11;0,305562785648156;0,0233777160893747;0;0;NA;NA;0;0;0;100;0;2012-07-04;2012-07-04;2012-07-04;2012-07-04
"CZ0612145";"Rycht·¯sk˝ rybnÌk";"3130";1,73810345741184;1;2;2;2;1;100;NA;NA;1,76876517169075e-09;29,0677456256762;1,73810345741184;0;0;NA;NA;0;0;0;100;0;2012-05-13;2012-05-13;2012-05-13;2012-05-13
"CZ0614057";"ZnÏtÌnskÈ rybnÌky";"3130";15,5111499810696;1,89140343633261;1,89140343633261;2;1,89140343633261;1,89140343633261;100;NA;NA;1,57847806713653e-08;29,498369612948;15,5111499810696;0;0;NA;NA;0;0;0;100;0;2012-08-09;2012-08-09;2012-08-09;2012-08-09
"CZ0614058";"RybnÌky V PouötÌch";"3130";0,948464533294747;2,35320920047011;1,99426282143755;2;1,99426282143755;2,27971414101951;71,4548680418041;NA;NA;9,65196304006984e-10;3,67663192726004;0,677724080689074;0;0;NA;NA;0;0;0;0;100;2021-09-18;2021-09-18;2021-09-18;2021-09-18
"CZ0614132";"Kamenick˝ rybnÌk";"3130";0,6380802418957;1;1;2;1;1;100;NA;NA;6,4933655346944e-10;12,7026623505601;0,6380802418957;0;0;NA;NA;0;0;0;0;100;2014-06-26;2014-06-26;2014-06-26;2014-06-26
"CZ0620009";"LednickÈ rybnÌky";"3130";70,5452982127397;1,59844860170178;1,60103426553215;2;1,60103426553215;1,59844860170178;100;NA;NA;7,17897809667988e-08;11,4182317112007;70,5452982127397;0;0;NA;NA;0;0;0;100;0;2012-07-18;2012-08-01;2012-07-22;2012-07-18
"CZ0620416";"JaroslavickÈ komory";"3130";0,706931889449241;1;2;2;2;1;100;NA;NA;7,19402806250257e-10;72,3965872513508;0,706931889449241;0;0;NA;NA;0;0;0;100;0;2012-09-25;2012-09-25;2012-09-25;2012-09-25
"CZ0620418";"HlubokÈ louky";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0622037";"Trkmanec - RybnÌËky";"3130";1,98275613215845;1;1,95579981692062;1;2,95579981692063;1;100;NA;NA;2,01773374051067e-09;4,47252799855268;1,98275613215845;0;0;NA;NA;0;0;0;100;0;2011-06-17;2011-08-25;2011-08-02;2011-08-25
"CZ0623030";"Vrboveck˝ rybnÌk";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0624119";"Soutok - PodluûÌ";"3130";1,94503337877919;1,9119992394674;2;2;2;1,9119992394674;77,7101295113636;NA;NA;1,97934552370287e-09;0,0200236456794255;1,51148795768856;0;0;NA;NA;0;0;0;100;0;2012-09-02;2012-09-06;2012-09-04;2012-09-04
"CZ0714133";"Libav·";"3130";4,27150326821543;2,79815355955809;2,51952164674756;1,70191053237224;2,5898109109972;2,30370306391975;54,1423178831471;NA;NA;4,34685644250028e-09;0,0396482705187424;2,31269087786621;0,00998740802519551;0,233814828131177;NA;NA;0,00998740802519551;0,233814828131177;4,17647459330849;0;95,8235254066915;2004-08-07;2015-10-10;2010-11-24;2013-07-11
"CZ0814092";"Pood¯Ì";"3130";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0210118";"V jezÌrk·ch";"3140";0,150010828558635;1;1;2;1;1;100;NA;NA;5,99378584371847e-09;5,0361949563528;0,150010828558635;0;0;NA;NA;0;0;0;0;100;2015-06-20;2015-06-20;2015-06-20;2015-06-20
"CZ0210172";"Hrabanovsk· Ëernava";"3140";0,514416365817952;1,64402590426596;1;2;1;1,64402590426596;100;NA;NA;2,05538597502751e-08;0,991513321462184;0,514416365817952;0;0;NA;NA;0;0;0;0;100;2021-06-18;2022-06-22;2022-03-10;2022-06-22
"CZ0210720";"LouËeÚskÈ rybnÌËky";"3140";0,0073520029179519;2;1;2;1;2;100;NA;NA;2,93754333843791e-10;0,156827769303587;0,0073520029179519;0;0;NA;NA;0;0;0;0;100;2017-07-19;2017-07-19;2017-07-19;2017-07-19
"CZ0214013";"Koko¯Ìnsko";"3140";0,0153188693892676;2;1;2;1;3;0;NA;NA;6,12075963911336e-10;0,000158256342871587;0;0;0;NA;NA;0;0;0;100;0;2008-05-30;2008-05-30;2008-05-30;2008-05-30
"CZ0310629";"Blana";"3140";0,117121329796209;1,66313751717256;1;2;1;1,66313751717256;100;NA;NA;4,67966329681068e-09;0,382716432797679;0,117121329796209;0;0;NA;NA;0;0;0;100;0;2010-08-21;2010-08-21;2010-08-21;2010-08-21
"CZ0310630";"œ·blÌk";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0314022";"HornÌ Malöe";"3140";0,0713092433811817;1;1;2;1;1;100;NA;NA;2,84920987112166e-09;0,00377131211962712;0,0713092433811817;0;0;NA;NA;0;0;0;100;0;2009-06-07;2009-07-31;2009-06-28;2009-06-16
"CZ0314637";"RaöeliniötÏ u Suchdola";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0314639";"RybnÌky u LovÏtÌna";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0410047";"ätÌtarsk˝ rybnÌk";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0410150";"Soos";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0410438";"MoË·l u Byst¯iny";"3140";0,0815626936956542;2;1;2;1;2;100;NA;NA;3,25889353152578e-09;14,4482547153197;0,0815626936956542;0;0;NA;NA;0;0;0;0;100;2017-09-17;2017-09-17;2017-09-17;2017-09-17
"CZ0410439";"LÌtovsk˝ mok¯ad";"3140";0,813396232618578;2;1;2;1;2;100;NA;NA;3,24998059889893e-08;73,5878217741545;0,813396232618578;0;0;NA;NA;0;0;0;0;100;2021-06-01;2021-06-01;2021-06-01;2021-06-01
"CZ0413184";"PÌskovna Erika";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0413190";"OstrovskÈ rybnÌky";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0423216";"Kopistsk· v˝sypka";"3140";0,365012320211362;1;1;2;1;1;100;NA;NA;1,45843183367962e-08;0,111392872105256;0,365012320211362;0;0;NA;NA;0;0;0;100;0;2009-02-24;2009-02-24;2009-02-24;2009-02-24
"CZ0513506";"HornÌ PlouËnice";"3140";4,62253556561796;1,51648565263881;1;2;1;1,51648565263881;100;NA;NA;1,8469658824967e-07;0,529174360835138;4,62253556561796;0;0;NA;NA;0;0;0;0;100;2014-07-27;2014-07-27;2014-07-27;2014-07-27
"CZ0514042";"Jest¯ebsko - Dokesko";"3140";0,889893013503402;1,86176725035773;1,02743411262736;2;1,02743411262736;2;100;NA;NA;3,5556287489445e-08;0,0128418740021367;0,889893013503402;0;0;NA;NA;0;0;0;0;100;2014-07-31;2016-08-03;2015-10-31;2016-01-29
"CZ0514113";"Podtroseck· ˙dolÌ";"3140";0,00313917307248339;2;1;2;1;2;100;NA;NA;1,25427819468904e-10;0,000604972085257026;0,00313917307248339;0;0;NA;NA;0;0;0;0;100;2016-08-16;2016-08-16;2016-08-16;2016-08-16
"CZ0533296";"Bouöovka";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0534054";"Hubsk˝-Str·dovka";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0610514";"DoubravnÌËek";"3140";0,0420254674024135;2;1;2;1;2;100;NA;NA;1,67915645832048e-09;0,804182195417135;0,0420254674024135;0;0;NA;NA;0;0;0;0;100;2020-09-24;2020-09-24;2020-09-24;2020-09-24
"CZ0610519";"Ransk· jezÌrka";"3140";0,141156670281233;1,65339016532607;1,34660983467393;2;1,34660983467393;1,65339016532607;100;NA;NA;5,64001185919313e-09;0,476857788224248;0,141156670281233;0;0;NA;NA;0;0;0;0;100;2021-08-25;2021-08-25;2021-08-25;2021-08-25
"CZ0614053";"D·¯sk· raöeliniötÏ";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0620078";"Jezero";"3140";0,352396298568044;1;1;2;1;1;100;NA;NA;1,4080236513795e-08;3,69203746619489;0,352396298568044;0;0;NA;NA;0;0;0;0;100;2024-05-09;2024-05-09;2024-05-09;2024-05-09
"CZ0620415";"Haluzick˝ rybnÌk";"3140";0,705764171960601;2;1;2;1;2;100;NA;NA;2,81992929680251e-08;20,6049336379317;0,705764171960601;0;0;NA;NA;0;0;0;0;100;2023-07-07;2023-07-07;2023-07-07;2023-07-07
"CZ0624072";"»ertoryje";"3140";0,00213356016936363;2;2;2;2;2;100;NA;NA;8,52478641890495e-11;4,39451037194127e-05;0,00213356016936363;0;0;NA;NA;0;0;0;0;100;2020-06-30;2021-05-26;2021-02-05;2021-05-26
"CZ0724090";"BÌlÈ Karpaty";"3140";0,00656816845295311;1,10394756294699;1;2;1;1,10394756294699;100;NA;NA;2,62435688614843e-10;3,27698825294097e-05;0,00656816845295311;0;0;NA;NA;0;0;0;0;100;2017-06-07;2017-09-22;2017-07-12;2017-06-07
"CZ0810424";"SkuË·k";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0810425";"éermanick˝ lom";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0814092";"Pood¯Ì";"3140";0,00224112191723543;1;1;2;1;1;100;NA;NA;8,95455678142757e-11;4,28101156500847e-05;0,00224112191723543;0;0;NA;NA;0;0;0;0;100;2022-06-30;2022-06-30;2022-06-30;2022-06-30
"CZ0213047";"Minartice";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0314019";"Velk˝ a Mal˝ Tis˝";"3140";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0210101";"Dymokursko";"3150";23,8787052239723;1,9719718552493;1,99755090064506;1,99253199333862;2,00501890730644;1,9719718552493;52,394569759259;NA;NA;3,62439070136552e-09;0,554128057373913;12,511144866182;0;0;NA;NA;0;0;0;0;100;2014-05-29;2016-06-08;2014-10-25;2014-05-31
"CZ0210152";"PolabÌ u Kostelce";"3150";28,0703623357123;2;2,00487494894417;2;2,00487494894417;2,01120131083815;98,8798689161846;NA;NA;4,26061460532541e-09;7,23796963985393;27,7559374818503;0;0;NA;NA;0;0;0;0;100;2017-05-24;2024-05-16;2021-05-26;2024-05-09
"CZ0210186";"⁄por - »ernÌnovsko";"3150";13,6233560595068;2,7941951026235;2;2;2;2,7941951026235;20,5804897376503;NA;NA;2,06779909380925e-09;1,55902459118709;2,80375339575036;0;0;NA;NA;0;0;0;22,8554231787901;77,1445768212099;2010-07-27;2023-08-12;2020-05-04;2023-08-04
"CZ0210714";"LûovickÈ t˘nÏ";"3150";9,86262320471232;2;2;2;2;2;100;NA;NA;1,4969823321218e-09;14,1594587596281;9,86262320471232;0;0;NA;NA;0;0;0;0;100;2014-05-26;2014-08-02;2014-06-08;2014-05-26
"CZ0214007";"K·ran˝ - Hrb·Ëkovy t˘nÏ";"3150";9,24745007508454;2,42823305594604;1,00504192357936;2;1,00504192357936;2,89094089015106;10,4017186269572;NA;NA;1,40360927232481e-09;2,74377295286537;0,961893736978632;0;0;NA;NA;0;0;0;0;100;2021-07-13;2021-07-16;2021-07-15;2021-07-16
