"kod_chu","DRUH","KOD_LOKAL","POLE","ROK","ID_IND","SKUPINA","NAZEV_LOK","ID_ND_AKCE","DATUM","HOD_IND","TYP_IND","LIM_IND","JEDNOTKA","LIM_INDLIST","STAV_IND","KLIC","IND_GRP","UROVEN","CILMON","IND_SUM","IND_SUMKLIC","IND_SUMOST","IND_LEN","IND_LENKLIC","IND_LENOST","CELKOVE","NAZEV","HODNOCENE_OBDOBI_OD","HODNOCENE_OBDOBI_DO","pracoviste","oop"
"CZ0424141","Cottus gobio","CHKO Èeské støedohoøí","5450c","2021","CELKOVE_HODNOCENI","Ryby a mihule","Labe - Lhotka n. L.","13125638","2021-08-25","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Porta Bohemica",2021-08-25,2021-08-25,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0424141","Cottus gobio","CHKO Èeské støedohoøí","5450c","2021","POP_VITALITA","Ryby a mihule","Labe - Lhotka n. L.","13125638","2021-08-25","1","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Porta Bohemica",2021-08-25,2021-08-25,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0424141","Cottus gobio","CHKO Èeské Støedohoøí","5251a","2021","CELKOVE_HODNOCENI","Ryby a mihule","Labe - Dìèín - ústí Plouènice","13125639","2021-09-08","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Porta Bohemica",2021-09-08,2021-09-08,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0424141","Cottus gobio","CHKO Èeské Støedohoøí","5251a","2021","POP_VITALITA","Ryby a mihule","Labe - Dìèín - ústí Plouènice","13125639","2021-09-08","0","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Porta Bohemica",2021-09-08,2021-09-08,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0424141","Cottus gobio","CHKO Èeské Støedohoøí","5251c","2021","CELKOVE_HODNOCENI","Ryby a mihule","Labe - Neboèady","13125641","2021-09-02","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Porta Bohemica",2021-09-02,2021-09-02,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0424141","Cottus gobio","CHKO Èeské Støedohoøí","5251c","2021","POP_VITALITA","Ryby a mihule","Labe - Neboèady","13125641","2021-09-02","0","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Porta Bohemica",2021-09-02,2021-09-02,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0513509","Cottus gobio","Svitavka","5254a","2022","CELKOVE_HODNOCENI","Ryby a mihule","Svitavka - Lindava","13125650","2022-10-25","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Svitavka",2022-10-25,2022-10-25,"RP Liberecko","AOPK ÈR - RP Liberecko, Krajskı úøad Libereckého kraje"
"CZ0513509","Cottus gobio","Svitavka","5254a","2022","POP_VITALITA","Ryby a mihule","Svitavka - Lindava","13125650","2022-10-25","2","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Svitavka",2022-10-25,2022-10-25,"RP Liberecko","AOPK ÈR - RP Liberecko, Krajskı úøad Libereckého kraje"
"CZ0523280","Cottus gobio","Døevíè","5462d","2022","CELKOVE_HODNOCENI","Ryby a mihule","Døevíè III - Stárkov","13125651","2022-10-25","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","1","1","0",8,2,6,0,"Metuje a Døevíè",2019-09-24,2022-10-25,"RP Vıchodní Èechy","AOPK ÈR - RP Vıchodní Èechy"
"CZ0523280","Cottus gobio","Døevíè","5462d","2022","POP_VITALITA","Ryby a mihule","Døevíè III - Stárkov","13125651","2022-10-25","3","val","3",NA,"3",1,"ano","val","lok","1","1","1","0",8,2,6,0,"Metuje a Døevíè",2019-09-24,2022-10-25,"RP Vıchodní Èechy","AOPK ÈR - RP Vıchodní Èechy"
"CZ0214011","Cottus gobio","Úpoøskı potok","6048b","2022","CELKOVE_HODNOCENI","Ryby a mihule","Úpoø I - Krkavèiny, Úpoø II - Ševcová, Úpoøskı potok - vstup do NPR Tıøov","13125655, 13125657, 13125658","2022-08-09","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Tıøov - Oupoøskı potok",2019-08-21,2022-08-09,"RP Støední Èechy","AOPK ÈR - RP Støední Èechy"
"CZ0214011","Cottus gobio","Úpoøskı potok","6048b","2022","POP_VITALITA","Ryby a mihule","Úpoø I - Krkavèiny, Úpoø II - Ševcová, Úpoøskı potok - vstup do NPR Tıøov","13125655, 13125657, 13125658","2022-08-09","0","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Tıøov - Oupoøskı potok",2019-08-21,2022-08-09,"RP Støední Èechy","AOPK ÈR - RP Støední Èechy"
"CZ0214011","Cottus gobio","Úpoøskı potok","6049a","2022","CELKOVE_HODNOCENI","Ryby a mihule","Úpoøskı potok - Úpoø_brod, Úpoø III - Oupoøská hájovna","13125656, 13125659","2022-08-09","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Tıøov - Oupoøskı potok",2019-08-21,2022-08-09,"RP Støední Èechy","AOPK ÈR - RP Støední Èechy"
"CZ0214011","Cottus gobio","Úpoøskı potok","6049a","2022","POP_VITALITA","Ryby a mihule","Úpoøskı potok - Úpoø_brod, Úpoø III - Oupoøská hájovna","13125656, 13125659","2022-08-09","0","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Tıøov - Oupoøskı potok",2019-08-21,2022-08-09,"RP Støední Èechy","AOPK ÈR - RP Støední Èechy"
"CZ0513256","Cottus gobio","SME_CG_004_Smìdá","5056c","2022","CELKOVE_HODNOCENI","Ryby a mihule","Smìdá - Kunratice_MVE Harta","13125711","2022-10-22","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Smìdá",2020-09-22,2022-10-22,"RP Liberecko","Krajskı úøad Libereckého kraje"
"CZ0513256","Cottus gobio","SME_CG_004_Smìdá","5056c","2022","POP_VITALITA","Ryby a mihule","Smìdá - Kunratice_MVE Harta","13125711","2022-10-22","1","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Smìdá",2020-09-22,2022-10-22,"RP Liberecko","Krajskı úøad Libereckého kraje"
"CZ0314123","Cottus gobio","BOL_016_Boletice","7250a","2022","CELKOVE_HODNOCENI","Ryby a mihule","Slatinnı potok - Horní planá","13125728","2022-10-28","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Boletice",2021-10-14,2022-10-28,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy, Krajskı úøad Jihoèeského kraje, Správa NP Šumava, Újezdní úøad Boletice"
"CZ0314123","Cottus gobio","BOL_016_Boletice","7250a","2022","POP_VITALITA","Ryby a mihule","Slatinnı potok - Horní planá","13125728","2022-10-28","0","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Boletice",2021-10-14,2022-10-28,"RP Jiní Èechy","AOPK ÈR - RP Jiní Èechy, Krajskı úøad Jihoèeského kraje, Správa NP Šumava, Újezdní úøad Boletice"
"CZ0624130","Cottus gobio","Moravskı kras","6766d","2022","CELKOVE_HODNOCENI","Ryby a mihule","Øíèka – Hádecká propadání","13125737","2022-10-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Moravskı kras",2019-10-11,2022-10-01,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624130","Cottus gobio","Moravskı kras","6766d","2022","POP_VITALITA","Ryby a mihule","Øíèka – Hádecká propadání","13125737","2022-10-01","0","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Moravskı kras",2019-10-11,2022-10-01,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0314024","Cottus gobio","Šumava","6744a","2022","CELKOVE_HODNOCENI","Ryby a mihule","Chodská Úhlava - Svatá Katerina_st. hranice","13125764","2022-10-26","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-09-28,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","6744a","2022","POP_VITALITA","Ryby a mihule","Chodská Úhlava - Svatá Katerina_st. hranice","13125764","2022-10-26","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-09-28,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","6744b","2022","CELKOVE_HODNOCENI","Ryby a mihule","Chodská Úhlava – Uhlištì, Úhlava – Milence, Úhlava – Stará Lhota","13125765, 13125766, 13125767","2022-10-26","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-09-26,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","6744b","2022","POP_VITALITA","Ryby a mihule","Chodská Úhlava – Uhlištì, Úhlava – Milence, Úhlava – Stará Lhota","13125765, 13125766, 13125767","2022-10-26","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-09-26,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7049b","2022","CELKOVE_HODNOCENI","Ryby a mihule","Blanice – Øepešín, Blanice – Blanickı Mlın, Èernı potok – Blaejovice","13125773, 13125775, 13125784","2022-10-26","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7049b","2022","POP_VITALITA","Ryby a mihule","Blanice – Øepešín, Blanice – Blanickı Mlın, Èernı potok – Blaejovice","13125773, 13125775, 13125784","2022-10-26","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7049a","2022","CELKOVE_HODNOCENI","Ryby a mihule","Blanice – Kreèovice","13125774","2022-10-26","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7049a","2022","POP_VITALITA","Ryby a mihule","Blanice – Kreèovice","13125774","2022-10-26","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7049d","2022","CELKOVE_HODNOCENI","Ryby a mihule","Blanice – el. stanice Spálenec, Tetøívèí potok – Spálenec","13125776, 13125785","2022-10-26","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7049d","2022","POP_VITALITA","Ryby a mihule","Blanice – el. stanice Spálenec, Tetøívèí potok – Spálenec","13125776, 13125785","2022-10-26","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-26,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0523267","Cottus gobio","ZAO_004_Zaorlicko","5764b","2021","CELKOVE_HODNOCENI","Ryby a mihule","Divoká Orlice - Zelenka","13125778","2021-09-15","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Zaorlicko",2021-09-15,2021-09-15,"RP Vıchodní Èechy","AOPK ÈR - RP Vıchodní Èechy"
"CZ0523267","Cottus gobio","ZAO_004_Zaorlicko","5764b","2021","POP_VITALITA","Ryby a mihule","Divoká Orlice - Zelenka","13125778","2021-09-15","0","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Zaorlicko",2021-09-15,2021-09-15,"RP Vıchodní Èechy","AOPK ÈR - RP Vıchodní Èechy"
"CZ0314024","Cottus gobio","Šumava","6949c","2022","CELKOVE_HODNOCENI","Ryby a mihule","Cikánskı potok – Vèelná (most)","13125787","2022-10-27","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-27,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","6949c","2022","POP_VITALITA","Ryby a mihule","Cikánskı potok – Vèelná (most)","13125787","2022-10-27","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-27,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7050c","2022","CELKOVE_HODNOCENI","Ryby a mihule","Zlatı potok – Chroboly, Zlatı potok – Ovesné, Zlatı potok – Ovesné_bıv. Ledrùv Mlın, Luèní potok – Miletínky","13125789, 13125790, 13125791, 13125792","2022-10-28","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7050c","2022","POP_VITALITA","Ryby a mihule","Zlatı potok – Chroboly, Zlatı potok – Ovesné, Zlatı potok – Ovesné_bıv. Ledrùv Mlın, Luèní potok – Miletínky","13125789, 13125790, 13125791, 13125792","2022-10-28","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7149d","2022","CELKOVE_HODNOCENI","Ryby a mihule","Vltava – elnava, Uhlíkovskı potok - Záhvozdí","13125793, 13125797","2022-10-28","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-29,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7149d","2022","POP_VITALITA","Ryby a mihule","Vltava – elnava, Uhlíkovskı potok - Záhvozdí","13125793, 13125797","2022-10-28","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-29,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7048d","2022","CELKOVE_HODNOCENI","Ryby a mihule","Teplá Vltava – Lenora, Øasnice – Lenora, Øasnice – Vlèí Jámy","13125794, 13125800, 13125801","2022-10-27","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-29,2022-10-27,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7048d","2022","POP_VITALITA","Ryby a mihule","Teplá Vltava – Lenora, Øasnice – Lenora, Øasnice – Vlèí Jámy","13125794, 13125800, 13125801","2022-10-27","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-29,2022-10-27,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7149a","2022","CELKOVE_HODNOCENI","Ryby a mihule","Studená Vltava - Èernı Køí_pod","13125796","2022-09-11","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-09-11,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7149a","2022","POP_VITALITA","Ryby a mihule","Studená Vltava - Èernı Køí_pod","13125796","2022-09-11","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-09-11,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7047b","2022","CELKOVE_HODNOCENI","Ryby a mihule","Vltavskı potok - Borová Lada_rybí líheò","13125798","2022-09-11","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2022-09-11,2022-09-11,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7047b","2022","POP_VITALITA","Ryby a mihule","Vltavskı potok - Borová Lada_rybí líheò","13125798","2022-09-11","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2022-09-11,2022-09-11,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7250c","2022","CELKOVE_HODNOCENI","Ryby a mihule","Hamerskı potok – Zadní Hamry, Pestøice – Raèín II.","13125803, 13125805","2022-10-28","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-30,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7250c","2022","POP_VITALITA","Ryby a mihule","Hamerskı potok – Zadní Hamry, Pestøice – Raèín II.","13125803, 13125805","2022-10-28","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-30,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7249d","2022","CELKOVE_HODNOCENI","Ryby a mihule","Hamerskı potok – Pøední Zvonková","13125804","2022-10-28","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-30,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7249d","2022","POP_VITALITA","Ryby a mihule","Hamerskı potok – Pøední Zvonková","13125804","2022-10-28","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-30,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","6746d","2022","CELKOVE_HODNOCENI","Ryby a mihule","Volšovka – Františkova Ves","13125807","2022-10-28","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-09-27,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","6746d","2022","POP_VITALITA","Ryby a mihule","Volšovka – Františkova Ves","13125807","2022-10-28","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-09-27,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","6846b","2022","CELKOVE_HODNOCENI","Ryby a mihule","Volšovka - Harmanice_Peklo","13125808","2022-10-27","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-09-26,2022-10-27,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","6846b","2022","POP_VITALITA","Ryby a mihule","Volšovka - Harmanice_Peklo","13125808","2022-10-27","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-09-26,2022-10-27,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7350a","2022","CELKOVE_HODNOCENI","Ryby a mihule","Rothovskı potok – silnice Pestøice – Kyselov, Rothovskı potok – pod PR Kozí stráò","13125811, 13125812","2022-10-28","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0314024","Cottus gobio","Šumava","7350a","2022","POP_VITALITA","Ryby a mihule","Rothovskı potok – silnice Pestøice – Kyselov, Rothovskı potok – pod PR Kozí stráò","13125811, 13125812","2022-10-28","3","val","3",NA,"3",1,"ano","val","lok","1","25","25","0",8,2,6,0,"Šumava",2020-10-28,2022-10-28,"RP Jiní Èechy","Krajskı úøad Jihoèeského kraje, Krajskı úøad Plzeòského kraje, Správa NP Šumava"
"CZ0813462","Cottus gobio","ROS_005_Øeka Ostravice","6476c","2022","CELKOVE_HODNOCENI","Ryby a mihule","Ostravice - Ostravice","13125837","2022-09-30","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Øeka Ostravice",2019-10-19,2022-09-30,"RP Moravskoslezské","Krajskı úøad Moravskoslezského kraje"
"CZ0813462","Cottus gobio","ROS_005_Øeka Ostravice","6476c","2022","POP_VITALITA","Ryby a mihule","Ostravice - Ostravice","13125837","2022-09-30","0","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Øeka Ostravice",2019-10-19,2022-09-30,"RP Moravskoslezské","Krajskı úøad Moravskoslezského kraje"
"CZ0533303","Cottus gobio","CHKO elezné hory","6160d","2022","CELKOVE_HODNOCENI","Ryby a mihule","Chrudimka - Travná","13125840","2022-08-03","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","3","3","0",8,2,6,0,"Chrudimka",2022-08-03,2022-08-03,"RP Vysoèina","AOPK ÈR - RP Vysoèina, Krajskı úøad Pardubického kraje"
"CZ0533303","Cottus gobio","CHKO elezné hory","6160d","2022","POP_VITALITA","Ryby a mihule","Chrudimka - Travná","13125840","2022-08-03","3","val","3",NA,"3",1,"ano","val","lok","1","3","3","0",8,2,6,0,"Chrudimka",2022-08-03,2022-08-03,"RP Vysoèina","AOPK ÈR - RP Vysoèina, Krajskı úøad Pardubického kraje"
"CZ0624130","Cottus gobio","CHKO Moravskı kras","6766a","2022","CELKOVE_HODNOCENI","Ryby a mihule","Køtinskı potok - Køtiny_PR U Vıpustku","13125857","2022-10-27","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Moravskı kras",2022-10-27,2022-10-27,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624130","Cottus gobio","CHKO Moravskı kras","6766a","2022","POP_VITALITA","Ryby a mihule","Køtinskı potok - Køtiny_PR U Vıpustku","13125857","2022-10-27","1","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Moravskı kras",2022-10-27,2022-10-27,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624130","Cottus gobio","CHKO Moravskı kras","6666b","2022","CELKOVE_HODNOCENI","Ryby a mihule","Mokøad nad Ostrovem u Macochy","13125859","2022-10-27","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Moravskı kras",2022-10-27,2022-10-27,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624130","Cottus gobio","CHKO Moravskı kras","6666b","2022","POP_VITALITA","Ryby a mihule","Mokøad nad Ostrovem u Macochy","13125859","2022-10-27","1","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Moravskı kras",2022-10-27,2022-10-27,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0323812","Cottus gobio","KLB_001_Klabava","6248c","2022","CELKOVE_HODNOCENI","Ryby a mihule","Klabava - Dobøív","13125861","2022-11-11","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","1","1","0",8,2,6,0,"Klabava",2021-09-05,2022-11-11,"RP SCHKO Èeskı les","Krajskı úøad Plzeòského kraje"
"CZ0323812","Cottus gobio","KLB_001_Klabava","6248c","2022","POP_VITALITA","Ryby a mihule","Klabava - Dobøív","13125861","2022-11-11","3","val","3",NA,"3",1,"ano","val","lok","1","1","1","0",8,2,6,0,"Klabava",2021-09-05,2022-11-11,"RP SCHKO Èeskı les","Krajskı úøad Plzeòského kraje"
"CZ0313140","Cottus gobio","ZAV_001_Závišínskı potok","6449c","2022","CELKOVE_HODNOCENI","Ryby a mihule","Závišínskı potok - Záhrobí_Kurkùv Mlın","13125869","2022-11-12","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Závišínskı potok",2020-10-25,2022-11-12,"RP Jiní Èechy","AOPK ÈR - RP Støední Èechy, Krajskı úøad Jihoèeského kraje, Krajskı úøad Støedoèeského kraje"
