"kod_chu","DRUH","KOD_LOKAL","POLE","ROK","ID_IND","SKUPINA","NAZEV_LOK","ID_ND_AKCE","DATUM","HOD_IND","TYP_IND","LIM_IND","JEDNOTKA","LIM_INDLIST","STAV_IND","KLIC","IND_GRP","UROVEN","CILMON","IND_SUM","IND_SUMKLIC","IND_SUMOST","IND_LEN","IND_LENKLIC","IND_LENOST","CELKOVE","NAZEV","HODNOCENE_OBDOBI_OD","HODNOCENE_OBDOBI_DO","pracoviste","oop"
"CZ0323142","Rhodeus amarus","CZ0323142","6048a","2014","POP_VITALITA","Ryby a mihule","Berounka - Zvíkovec","9173144","2014-10-08","0","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","0","0","0","0",8,2,6,0,"Berounka",2014-10-08,2014-10-08,"RP SCHKO Èeskı les","Krajskı úøad Plzeòského kraje"
"CZ0724089","Cottus gobio","CZ0724089","6377c","2014","CELKOVE_HODNOCENI","Ryby a mihule","Morávka","9173510","2014-10-31","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Beskydy",2014-10-31,2014-10-31,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské"
"CZ0724089","Cottus gobio","CZ0724089","6377c","2014","POP_VITALITA","Ryby a mihule","Morávka","9173510","2014-10-31","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Beskydy",2014-10-31,2014-10-31,"RP Moravskoslezské","AOPK ÈR - RP Moravskoslezské"
"CZ0313140","Cottus gobio","CZ0313140","6448d","2012","CELKOVE_HODNOCENI","Ryby a mihule","Závišinskı potok III. - nad rybníky u Vacíkova","9370954","2012-09-20","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",8,2,6,0,"Závišínskı potok",2012-09-20,2012-09-20,"RP Jiní Èechy","AOPK ÈR - RP Støední Èechy, Krajskı úøad Jihoèeského kraje, Krajskı úøad Støedoèeského kraje"
"CZ0313140","Cottus gobio","CZ0313140","6448d","2012","POP_VITALITA","Ryby a mihule","Závišinskı potok III. - nad rybníky u Vacíkova","9370954","2012-09-20","0","val","3",NA,"3",0,"ano","val","lok","1","0","0","0",8,2,6,0,"Závišínskı potok",2012-09-20,2012-09-20,"RP Jiní Èechy","AOPK ÈR - RP Støední Èechy, Krajskı úøad Jihoèeského kraje, Krajskı úøad Støedoèeského kraje"
"CZ0313140","Lampetra planeri","CZ0313140","6448d","2012","CELKOVE_HODNOCENI","Ryby a mihule","Závišinskı potok III. - nad rybníky u Vacíkova","9370954","2012-09-20","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"1","0","0","0",5,2,3,0,"Závišínskı potok",2012-09-20,2012-09-20,"RP Jiní Èechy","AOPK ÈR - RP Støední Èechy, Krajskı úøad Jihoèeského kraje, Krajskı úøad Støedoèeského kraje"
"CZ0313140","Lampetra planeri","CZ0313140","6448d","2012","POP_VITALITA","Ryby a mihule","Závišinskı potok III. - nad rybníky u Vacíkova","9370954","2012-09-20","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","1","0","0","0",5,2,3,0,"Závišínskı potok",2012-09-20,2012-09-20,"RP Jiní Èechy","AOPK ÈR - RP Støední Èechy, Krajskı úøad Jihoèeského kraje, Krajskı úøad Støedoèeského kraje"
"CZ0623798","Misgurnus fossilis","CZ0623798","7163d","2015","CELKOVE_HODNOCENI","Ryby a mihule","rybník Horní Karlov - Boice","9389706","2015-04-16","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",6,2,3,0,"Boické rybníky",2015-04-16,2015-04-16,"RP Jiní Morava","Krajskı úøad Jihomoravského kraje"
"CZ0623798","Misgurnus fossilis","CZ0623798","7163d","2015","POP_VITALITA","Ryby a mihule","rybník Horní Karlov - Boice","9389706","2015-04-16","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",6,2,3,0,"Boické rybníky",2015-04-16,2015-04-16,"RP Jiní Morava","Krajskı úøad Jihomoravského kraje"
"CZ0624119","Rhodeus amarus","CZ0624119","7268b","2014","CELKOVE_HODNOCENI","Ryby a mihule","Morava - soutok","9399034, 9399035","2014-07-28","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Soutok - Podluí",2014-05-05,2014-07-28,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0624119","Rhodeus amarus","CZ0624119","7268b","2014","POP_VITALITA","Ryby a mihule","Morava - soutok","9399034, 9399035","2014-07-28","0","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","0","0","0","0",8,2,6,0,"Soutok - Podluí",2014-05-05,2014-07-28,"RP Jiní Morava","AOPK ÈR - RP Jiní Morava, Krajskı úøad Jihomoravského kraje"
"CZ0424141","Rhodeus amarus","CZ0424141","5350b","2013","CELKOVE_HODNOCENI","Ryby a mihule","tùò Labe - Malé Bøezno, tùò Labe - Povrly, tùò Labe - Svádov jih","9399072, 9399074, 9399075","2013-09-11","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Porta Bohemica",2013-09-11,2013-09-11,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0424141","Rhodeus amarus","CZ0424141","5350b","2013","POP_VITALITA","Ryby a mihule","tùò Labe - Malé Bøezno, tùò Labe - Povrly, tùò Labe - Svádov jih","9399072, 9399074, 9399075","2013-09-11","0","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","0","0","0","0",8,2,6,0,"Porta Bohemica",2013-09-11,2013-09-11,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0424141","Rhodeus amarus","CZ0424141","5451c","2013","CELKOVE_HODNOCENI","Ryby a mihule","rameno Labe - Tøeboutice","9399123","2013-09-11","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Porta Bohemica",2013-09-11,2013-09-11,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0424141","Rhodeus amarus","CZ0424141","5451c","2013","POP_VITALITA","Ryby a mihule","rameno Labe - Tøeboutice","9399123","2013-09-11","0","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","0","0","0","0",8,2,6,0,"Porta Bohemica",2013-09-11,2013-09-11,"RP SCHKO Èeské støedohoøí","AOPK ÈR - RP SCHKO Èeské støedohoøí, Krajskı úøad Ústeckého kraje, Správa NP Èeské Švıcarsko"
"CZ0524044","Cottus gobio","CZ0524044","5360c","2013","CELKOVE_HODNOCENI","Ryby a mihule","Pekelskı potok - Horní Lánov, Bolkovickı potok - Rudník","9476437, 9476455","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2019-08-27,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5360c","2013","POP_VITALITA","Ryby a mihule","Pekelskı potok - Horní Lánov, Bolkovickı potok - Rudník","9476437, 9476455","2013-09-01","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2019-08-27,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5360c","2013","CELKOVE_HODNOCENI","Ryby a mihule","Pekelskı potok - Horní Lánov, Bolkovickı potok - Rudník","9476437, 9476455","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5360c","2013","POP_VITALITA","Ryby a mihule","Pekelskı potok - Horní Lánov, Bolkovickı potok - Rudník","9476437, 9476455","2013-09-01","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5359b","2013","CELKOVE_HODNOCENI","Ryby a mihule","Kotelskı potok - Dolní Dvùr, Malé Labe - Kamennı Mlın","9476438, 9476449","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2012-09-01,2017-01-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5359b","2013","POP_VITALITA","Ryby a mihule","Kotelskı potok - Dolní Dvùr, Malé Labe - Kamennı Mlın","9476438, 9476449","2013-09-01","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Krkonoše",2012-09-01,2017-01-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5359b","2013","CELKOVE_HODNOCENI","Ryby a mihule","Kotelskı potok - Dolní Dvùr, Malé Labe - Kamennı Mlın","9476438, 9476449","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Krkonoše",2012-09-05,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5359b","2013","POP_VITALITA","Ryby a mihule","Kotelskı potok - Dolní Dvùr, Malé Labe - Kamennı Mlın","9476438, 9476449","2013-09-01","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Krkonoše",2012-09-05,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5260d","2013","CELKOVE_HODNOCENI","Ryby a mihule","Malá Úpa - Malá Úpa, Malá Úpa - Spálenı Mlın","9476441, 9476461","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2018-10-09,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5260d","2013","POP_VITALITA","Ryby a mihule","Malá Úpa - Malá Úpa, Malá Úpa - Spálenı Mlın","9476441, 9476461","2013-09-01","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2018-10-09,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5260d","2013","CELKOVE_HODNOCENI","Ryby a mihule","Malá Úpa - Malá Úpa, Malá Úpa - Spálenı Mlın","9476441, 9476461","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5260d","2013","POP_VITALITA","Ryby a mihule","Malá Úpa - Malá Úpa, Malá Úpa - Spálenı Mlın","9476441, 9476461","2013-09-01","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5258d","2013","CELKOVE_HODNOCENI","Ryby a mihule","Jizera - Zabyly, Jizera - Vilémov","9476443, 9476444, 9476445","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2012-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5258d","2013","POP_VITALITA","Ryby a mihule","Jizera - Zabyly, Jizera - Vilémov","9476443, 9476444, 9476445","2013-09-01","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Krkonoše",2012-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5258d","2013","CELKOVE_HODNOCENI","Ryby a mihule","Jizera - Zabyly, Jizera - Vilémov","9476443, 9476444, 9476445","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Krkonoše",2012-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5258d","2013","POP_VITALITA","Ryby a mihule","Jizera - Zabyly, Jizera - Vilémov","9476443, 9476444, 9476445","2013-09-01","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Krkonoše",2012-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5359c","2013","CELKOVE_HODNOCENI","Ryby a mihule","Cedron - Horní Štìpanice, Jizerka - Zákoutí","9476450, 9476457","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2012-09-04,2018-10-09,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5359c","2013","POP_VITALITA","Ryby a mihule","Cedron - Horní Štìpanice, Jizerka - Zákoutí","9476450, 9476457","2013-09-01","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Krkonoše",2012-09-04,2018-10-09,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5359c","2013","CELKOVE_HODNOCENI","Ryby a mihule","Cedron - Horní Štìpanice, Jizerka - Zákoutí","9476450, 9476457","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Krkonoše",2012-09-04,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5359c","2013","POP_VITALITA","Ryby a mihule","Cedron - Horní Štìpanice, Jizerka - Zákoutí","9476450, 9476457","2013-09-01","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Krkonoše",2012-09-04,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5460b","2013","CELKOVE_HODNOCENI","Ryby a mihule","Javornickı potok - Javorník","9476453","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5460b","2013","POP_VITALITA","Ryby a mihule","Javornickı potok - Javorník","9476453","2013-09-01","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5460b","2013","CELKOVE_HODNOCENI","Ryby a mihule","Javornickı potok - Javorník","9476453","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5460b","2013","POP_VITALITA","Ryby a mihule","Javornickı potok - Javorník","9476453","2013-09-01","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5360d","2013","CELKOVE_HODNOCENI","Ryby a mihule","Èernohorskı potok - Svoboda n. Úpou","9476460","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2012-09-01,2024-11-05,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5360d","2013","POP_VITALITA","Ryby a mihule","Èernohorskı potok - Svoboda n. Úpou","9476460","2013-09-01","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Krkonoše",2012-09-01,2024-11-05,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5360d","2013","CELKOVE_HODNOCENI","Ryby a mihule","Èernohorskı potok - Svoboda n. Úpou","9476460","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5360d","2013","POP_VITALITA","Ryby a mihule","Èernohorskı potok - Svoboda n. Úpou","9476460","2013-09-01","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5461a","2013","CELKOVE_HODNOCENI","Ryby a mihule","Zlatı potok - Horní Staré Mìsto","9476462","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5461a","2013","POP_VITALITA","Ryby a mihule","Zlatı potok - Horní Staré Mìsto","9476462","2013-09-01","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5461a","2013","CELKOVE_HODNOCENI","Ryby a mihule","Zlatı potok - Horní Staré Mìsto","9476462","2013-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5461a","2013","POP_VITALITA","Ryby a mihule","Zlatı potok - Horní Staré Mìsto","9476462","2013-09-01","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2013-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0513506","Lampetra planeri","CZ0513506","5353b","2015","CELKOVE_HODNOCENI","Ryby a mihule","Vlèí dùl, Plouènice v úseku nejblíe silnice J od Vlèího dolu","9476682","2015-07-21","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Horní Plouènice",2013-05-07,2015-07-21,"RP SCHKO Kokoøínsko - Máchùv kraj","AOPK ÈR - RP SCHKO Kokoøínsko - Máchùv kraj, Krajskı úøad Libereckého kraje"
"CZ0513506","Lampetra planeri","CZ0513506","5353b","2015","POP_VITALITA","Ryby a mihule","Vlèí dùl, Plouènice v úseku nejblíe silnice J od Vlèího dolu","9476682","2015-07-21","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Horní Plouènice",2013-05-07,2015-07-21,"RP SCHKO Kokoøínsko - Máchùv kraj","AOPK ÈR - RP SCHKO Kokoøínsko - Máchùv kraj, Krajskı úøad Libereckého kraje"
"CZ0724090","Cottus gobio","CZ0724090","7073a","2015","CELKOVE_HODNOCENI","Ryby a mihule","ítková(itkovskı potok v - PR Hutì)","9481136","2015-07-18","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Bílé Karpaty",2015-07-18,2015-07-18,"RP SCHKO Bílé Karpaty","AOPK ÈR - RP SCHKO Bílé Karpaty"
"CZ0724090","Cottus gobio","CZ0724090","7073a","2015","POP_VITALITA","Ryby a mihule","ítková(itkovskı potok v - PR Hutì)","9481136","2015-07-18","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Bílé Karpaty",2015-07-18,2015-07-18,"RP SCHKO Bílé Karpaty","AOPK ÈR - RP SCHKO Bílé Karpaty"
"CZ0513506","Lampetra planeri","CZ0513506","5354c","2015","CELKOVE_HODNOCENI","Ryby a mihule","Hradèany, Plouènice u starého mostu","9513219","2015-09-12","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Horní Plouènice",2015-09-12,2015-09-12,"RP SCHKO Kokoøínsko - Máchùv kraj","AOPK ÈR - RP SCHKO Kokoøínsko - Máchùv kraj, Krajskı úøad Libereckého kraje"
"CZ0513506","Lampetra planeri","CZ0513506","5354c","2015","POP_VITALITA","Ryby a mihule","Hradèany, Plouènice u starého mostu","9513219","2015-09-12","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Horní Plouènice",2015-09-12,2015-09-12,"RP SCHKO Kokoøínsko - Máchùv kraj","AOPK ÈR - RP SCHKO Kokoøínsko - Máchùv kraj, Krajskı úøad Libereckého kraje"
"CZ0714082","Rhodeus amarus","CZ0714082","6471c","2015","CELKOVE_HODNOCENI","Ryby a mihule","Strhanec - Podolší, Strhanec - Osek n. Beèvou - Haltıøe","9532519, 9670169","2015-09-14","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Beèva - ebraèka",2015-09-14,2015-09-14,"RP Olomoucko","AOPK ÈR - RP Olomoucko, Krajskı úøad Olomouckého kraje"
"CZ0714082","Rhodeus amarus","CZ0714082","6471c","2015","POP_VITALITA","Ryby a mihule","Strhanec - Podolší, Strhanec - Osek n. Beèvou - Haltıøe","9532519, 9670169","2015-09-14","0","min","2","kategorie","alespoò 2 kategorie",0,"ano","minmax","lok","0","0","0","0",8,2,6,0,"Beèva - ebraèka",2015-09-14,2015-09-14,"RP Olomoucko","AOPK ÈR - RP Olomoucko, Krajskı úøad Olomouckého kraje"
"CZ0510191","Cottus gobio","CZ0510191","5357c","2015","CELKOVE_HODNOCENI","Ryby a mihule","Jizera - Køíky, Jizera - Rakousy","9541404, 9541466","2015-10-23","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Prùlom Jizery u Rakous",2015-10-23,2024-07-04,"RP Liberecko","AOPK ÈR - RP Liberecko"
"CZ0510191","Cottus gobio","CZ0510191","5357c","2015","POP_VITALITA","Ryby a mihule","Jizera - Køíky, Jizera - Rakousy","9541404, 9541466","2015-10-23","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Prùlom Jizery u Rakous",2015-10-23,2024-07-04,"RP Liberecko","AOPK ÈR - RP Liberecko"
"CZ0510191","Lampetra planeri","CZ0510191","5357c","2015","CELKOVE_HODNOCENI","Ryby a mihule","Jizera - Køíky, Jizera - Rakousy","9541404, 9541466","2015-10-23","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Prùlom Jizery u Rakous",2015-10-23,2015-10-23,"RP Liberecko","AOPK ÈR - RP Liberecko"
"CZ0510191","Lampetra planeri","CZ0510191","5357c","2015","POP_VITALITA","Ryby a mihule","Jizera - Køíky, Jizera - Rakousy","9541404, 9541466","2015-10-23","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Prùlom Jizery u Rakous",2015-10-23,2015-10-23,"RP Liberecko","AOPK ÈR - RP Liberecko"
"CZ0524044","Cottus gobio","CZ0524044","5259c","2015","CELKOVE_HODNOCENI","Ryby a mihule","Jizerka - Tøídomí","9544213","2015-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2015-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5259c","2015","POP_VITALITA","Ryby a mihule","Jizerka - Tøídomí","9544213","2015-09-01","0","val","3",NA,"3",0,"ano","val","lok","0","0","0","0",8,2,6,0,"Krkonoše",2013-09-01,2015-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5259c","2015","CELKOVE_HODNOCENI","Ryby a mihule","Jizerka - Tøídomí","9544213","2015-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2015-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Lampetra planeri","CZ0524044","5259c","2015","POP_VITALITA","Ryby a mihule","Jizerka - Tøídomí","9544213","2015-09-01","0","min","3","kategorie","alespoò 3 kategorie",0,"ano","minmax","lok","0","0","0","0",5,2,3,0,"Krkonoše",2013-09-01,2015-09-01,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
"CZ0524044","Cottus gobio","CZ0524044","5360b","2015","CELKOVE_HODNOCENI","Ryby a mihule","Úpa - Velká Úpa, Malá Úpa - Pøední Vısluní, Lyseèinskı potok - D. Lyseèiny","9544214, 9544216, 9544217","2015-09-01","špatnı",NA,NA,NA,NA,0,NA,NA,NA,"0","0","0","0",8,2,6,0,"Krkonoše",2012-09-01,2017-10-31,"RP Liberecko","AOPK ÈR - RP Liberecko, Správa KRNAP, Krajskı úøad Libereckého kraje"
